-121.957171,37.412249,-125.957171,37.412249
-121.957171,37.412249,-126.957171,37.412249
-121.957171,37.412249,-127.957171,37.412249
-121.957171,37.412249,-128.957171,37.412249
-121.957171,37.412249,-129.957171,37.412249
-121.957171,37.412249,-130.957171,37.412249
-121.957171,37.412249,-131.957171,37.412249
-121.955257,37.414793,-121.955257,47.414793
-121.955257,37.414793,-120.955257,49.414793
-121.955257,37.414793,-119.955257,49.414793
-121.955257,37.414793,-118.955257,49.414793
-121.955257,37.414793,-117.955257,50.41479
-121.955257,37.414793,-116.955257,50.41479
-121.86711,37.366157,-117.86711,40.366157
-121.86711,37.366157,-118.86711,41.366157
-121.86711,37.366157,-119.86711,47.366157
-121.876554,37.325088,-122.876554,37.325088
-121.876554,37.325088,-123.876554,37.325088
-121.876554,37.325088,-128.876554,37.325088
-121.847825,37.273842,-121.847825,47.273842
-121.946708,37.319719,-120.946708,37.319719
-121.844647,37.274531,-111.844647,37.274531
-121.835176,37.26771,-126.835176,42.26771
-121.835176,37.26771,-131.835176,47.26771
-121.835176,37.26771,-111.835176,37.26771
-121.85799,37.669872,-131.85799,37.669872
-121.85799,37.669872,-111.85799,47.669872
-121.876086,37.675482,-111.876086,37.675482
-121.876086,37.675482,-117.876086,37.675482
-121.886577,37.68814,-118.886577,37.68814
-121.886577,37.68814,-119.886577,37.68814
-121.886577,37.68814,-112.886577,37.68814
-121.886508,37.694939,-121.886508,38.694939
-121.886508,37.694939,-121.886508,39.694939
-121.872231,37.68947,-121.872231,40.68947
-121.872231,37.68947,-121.872231,43.68947
-121.872231,37.68947,-121.872231,44.68947
-121.895476,37.656106,-121.895476,45.656106
-121.895476,37.656106,-121.895476,46.656106
-121.895476,37.656106,-120.895476,46.656106
-121.922814,37.693627,-120.922814,37.693627
-121.922814,37.693627,-119.922814,37.693627
-121.922814,37.693627,-118.922814,37.693627
-121.883294,37.657574,-117.883294,37.657574
-121.883294,37.657574,-116.883294,37.657574
-121.883294,37.657574,-115.883294,37.657574
-122.25649,37.796198,-115.25649,37.796198
-122.25649,37.796198,-114.25649,37.796198
-122.270396,37.794821,-113.270396,37.794821
-122.270396,37.794821,-122.270396,38.794821
-122.270396,37.794821,-122.270396,39.794821
-122.270396,37.794821,-122.270396,39.813227
-122.267299,37.813227,-127.267299,37.813227
-122.267299,37.813227,-128.267299,37.813227
-122.267299,37.813227,-123.267299,37.813227
-122.264003,37.813742,-122.264003,43.813742
-122.264003,37.813742,-122.264003,44.813742
-122.264003,37.813742,-122.264003,45.813742
-122.276997,37.802747,-112.276997,37.802747
-122.276997,37.802747,-113.276997,37.802747
-122.276997,37.802747,-117.276997,37.802747
-122.19759,37.756431,-122.19759,39.756431
-122.19759,37.756431,-122.19759,40.756431
-122.19759,37.756431,-122.19759,41.756431
-122.254587,37.813796,-132.254587,37.813796
-122.254587,37.813796,-131.254587,37.813796
-122.254587,37.813796,-129.254587,37.813796
-122.254587,37.813796,-119.254587,37.813796
-122.253375,37.808992,-122.253375,40.808992
-122.253375,37.808992,-122.253375,44.808992
-122.253375,37.808992,-122.253375,46.808992
-120.691599,35.255353,-127.691599,35.255353
-120.691599,35.255353,-125.691599,35.255353
-120.691034,35.254712,-120.691034,45.254712
-120.691034,35.254712,-120.691034,25.254712
-120.693935,35.256033,-123.693935,35.256033
-120.693935,35.256033,-129.693935,35.256033
-120.693935,35.256033,-101.693935,35.256033
-120.677635,35.24125,-120.677635,45.24125
-120.677635,35.24125,-120.677635,43.24125
-120.677635,35.24125,-120.677635,30.24125
-120.692991,35.257462,-130.261131,35.257462
-120.691491,35.261131,-120.691491,41.261131
-120.691491,35.261131,-120.691491,40.261131
-120.652265,35.280144,-125.652265,35.280144
-120.674898,35.292733,-110.674898,35.292733
-122.393149,37.787187,-112.393149,37.787187
-122.397709,37.783823,-112.397709,37.783823
-122.403348,37.769628,-112.403348,37.769628
-122.392196,37.791744,-127.392196,39.791744
-122.395847,37.724955,-112.395847,37.724955
-122.417332,37.775828,-112.417332,31.775828
-122.394076,37.785686,-132.394076,32.785686
-122.432936,37.783028,-122.432936,47.783028
